title,company,location,link
Senior Software Engineer (Platform),Hopjump,"Cambridge, MA",https://stackoverflow.com/jobs/274402
バックエンドエンジニア / インターネット/Webサービス・ASP,Kotozna 株式会社,"Minato City, Japan",https://stackoverflow.com/jobs/317559
Senior Software Engineer - Web / Mobile,"uStudio, LLC","Austin, TX",https://stackoverflow.com/jobs/271818
Full Stack Developer,NorthOne,"Toronto, ON, Canada",https://stackoverflow.com/jobs/305589
"Front End Software Engineer, TensorFlow",Google,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bb22e1b9b7683013
Undergrad Intern - Software Engineer,Intel,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=330072f3730ee5a9
Undergrad Intern - Computer Vision/Machine Learning,Intel,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b2253ab4c8e59e33
Data Analyst,Jacobs,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1a530331452d5140
"[월간 카카오 12월] 데이터 사이언티스트, 데이터 플랫폼개발자",카카오모빌리티,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=31d3737189b11c13
[Search & Clova] Clova 체험형 인턴,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4b6ee0fd83b8ce1
리서치분야 경력직,케이지제로인,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9ebdf72100457715
SDET Engineer,Nielsen,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c46c1d3d5b3fb904
Algorithm Application Engineer,Garrett Advancing Motion,경기도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8c47e8f334705d2e
RF S/W application engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fb79bc06a5a579ac
Design for Test (DFT) Engineer,SiFive,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6c6ccc05ec15dc41
H/W application Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9425313d3f425da7
"Partner Engineer, Google Assistant",Google,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c6398dbbd3c4f4d9
RF Production Test Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9501d92030085af2
제2019-3회 수리 및 계산과학 연구단 데이터사이언스그룹 연구직(비영년직트랙),기초과학연구원,대전,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=052c5ec3d233c158
Data Scientist,Supercell,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=554c2e55cc985488
Support Escalation Engineer - Azure Rapid Response,Microsoft,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a4af419773dcc025
Associate Application Engineer OPC,Siemens AG,경기도 성남,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0325380fce16f73b
Engineer II - Test GSO,"Advanced Energy Industries, Inc",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=962ccc68c40fa2d8
Process & Data Scientist,Applied Materials Inc.,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b87ff4aabad6e65e
2019하반기 SAS 빅데이터/DataAnalysis/Python/R 추가 인재,그루넷,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7f2f9d2df2603905
"Partner Engineer, Living Room, YouTube (Korean, English)",YouTube,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bb960f1e2ed5143c
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=212ca67d161b7162
Data Science팀,AXA손해보험,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7d098f46e2047209
2020년 소니코리아 신입/경력사원,소니코리아,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=752e523e0b85f9e2
Physical Implementation Engineer,SiFive,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=55537575b7dd8d87
[신입/경력] Python 개발자 - 인천 청라,인피닉,인천 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce7fd95d9ce72a62
Software Engineer in OPC UA,TÜV SÜD,서울 여의도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aa7d41d35d861b23
[관계사] 카카오모빌리티 보안엔지니어,카카오,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=efa813baa92336d6
Data Scientist,Boston Consulting Group,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce6747e77c861c46
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=71c47ac87bb4087e
자산운용본부/전략기획본부 인턴,브이아이피자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d1d0f9bfa7226166
Research Engineer - Machine Learning,AITRICS,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05ce3c7d5c6c368c
Data Analytics Insight Analyst,IQVIA,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fce7b4323cb25841
Support Engineer,Microsoft,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0bbf23c0930be392
Software Engineer / Sr. Software Engineer(C++ / Python Developer),Nielsen,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=686cdc6df95f159f
[관계사] 카카오엔터프라이즈 솔루션딜리버리 서버 개발자,카카오엔터프라이즈,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=83a9cf575207d925
[관계사] 카카오엔터프라이즈 데이터분석 빅 데이터 플랫폼 개발자,카카오엔터프라이즈,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7d7466adadc7b1b8
[관계사] 카카오페이 정보시스템 데이터 개발자,카카오,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c7303e1563aa050d
[정규직] Data Analytics(Data 분석 전문가),SK 씨앤씨,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=85ab362b4d092d85
Data Analyst,Axiologic Solutions,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb45c08f4c4a43d8
[보안]보안솔루션 운영 담당자(정규직),위메프,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=84fd4c2127309eea
Application Backend Developer,BOEING,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a8ed60198075d112
Big Data Analysis & Optimization Engineer,Intel,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05b55274a764683c
Lead Application Engineer,ANSYS,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f15637e25d5cd7a
(상시) 인공지능 플랫폼 전문가,에셋플러스자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=90d4b57f2e6a8484
2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials),울산과학기술원,울산 언양읍,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8becbf73bbda7c96
Data Analytics specialist,Sanofi,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6eefdf7d9fa7e6a3
Software Developer - Front-End / Back-End,AITRICS,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5123207a169f90eb
[관계사] 카카오엔터프라이즈 데이터 분석가,카카오엔터프라이즈,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7c2228a8e7c31540
[관계사] 카카오엔터프라이즈 클라우드 인프라 엔지니어,카카오엔터프라이즈,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7500f951e11753a3
H/W application Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9425313d3f425da7
AI팀(액티브 퀀트/인덱스 펀드) 사원·대리급,이스트스프링자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7bf30c81a0e59d82
Software Engineer Intern,스켈터랩스,서울 성수동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=92a9e7bf1f0ac709
[관계사] 카카오모빌리티 DevOps엔지니어,카카오,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3429314fff887dea
Senior Sales Engineer - South Korea.,EnterpriseDB,경기도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f5303064d8476eae
[동영상플랫폼] 연계형 인턴십,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e65a195da656bcdc
로봇 기반 Vision 서비스 개발 그룹 IT인프라 구축,그룹 IT인프라 구축,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f3b8c137683ada9
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=71c47ac87bb4087e
데이터 분석가,리디,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=97db65c18d3eac8e
[Search&Clova] Clova 음성인식 기술 개발 경력사원,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1533d08015a46cfc
[개발]위메프오 서비스 서버개발자(정규직),위메프,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f3a399e83a81379
리서치센터 RA,신한금융투자,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f7da090abe24e91
"[해외취업] 일본 함께 활약하실 프로그래머,시스템엔지니어",スイングバイテクノロジー株式会社,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=488d155cf12af099
[EY한영] 컨설팅본부(Advisory) Java 개발자 경력직 모집,EY,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=52a34298ecaaac39
AI 기반 로봇 서비스 개발 그룹 IT 인프라 구축,그룹 IT 인프라 구축,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d9086035792f01d0
2020년 소니코리아 신입/경력사원,소니코리아,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=752e523e0b85f9e2
Big Data Analysis & Optimization Engineer,Intel,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05b55274a764683c
[Search & Clova] NAVER Search 이미지 검색서버개발 신입/경력사원,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a771637c0eeffc26
2019하반기 SAS 빅데이터/DataAnalysis/Python/R 추가 인재,그루넷,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7f2f9d2df2603905
EQUITY본부 경력직,KB증권,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de6034fa3ef850c8
Analytics Executive,Jellyfish UK,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=879cbbb8ff2908de
제2019-3회 수리 및 계산과학 연구단 데이터사이언스그룹 연구직(비영년직트랙),기초과학연구원,대전,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=052c5ec3d233c158
Data Scientist,Boston Consulting Group,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce6747e77c861c46
경력 및 신입직원,KIS채권평가,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=557b3d9aae378005
트레이딩본부 (신입),메리츠종합금융증권,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7c57fb8fc418e996
직원,KIS채권평가,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=22e47a04b651ae84
Data Scientist,Supercell,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=554c2e55cc985488
RF Production Test Engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9501d92030085af2
"Partner Engineer, Google Assistant",Google,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c6398dbbd3c4f4d9
[Search & Clova] BigData and AI Platform S/W엔지니어 (경력/신입),네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7d85150a375cfacf
딥러닝 기반의 의료영상 연구,에이치알 컨설팅,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0cd702e07d7a3c73
"Front End Software Engineer, TensorFlow",Google,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bb22e1b9b7683013
[한국오라클] Data Center Technician (Engineer),한국오라클,강원도 춘천,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b15f329680f4cff
[관계사] 카카오페이 데이터 사이언티스트(Data Scientist),카카오페이,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25351f9ce2b78194
마케팅(전략기획)신입~경력,비스퀘어,부산 해운대구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=30279163f8f6cba7
Data Science팀,AXA손해보험,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7d098f46e2047209
[Search&Clova] Clova 챗봇 Platform 개발 신입/경력사원,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b2cfcc7d4b79c216
"Deep-learning research scientist for learning theory, knowledge transfer, and generative models",Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=10c05e81d25374b0
"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d1e75364ef505c68
[개발]웹 서비스 개발자(정규직),위메프,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9bff6cc5a8f53e6e
Support Escalation Engineer - Azure Rapid Response,Microsoft,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a4af419773dcc025
Associate Solutions Engineer (Full Time) - Korea,Cisco Careers,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ecc3d4649fcbafab
[관계사] 카카오페이 개인 신용평가 모델 개발 분야 데이터 사이언티스트(Data Scientist),Ground X,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ca03dc30b7a2b901
2019년 12월 수시,금호타이어,서울 종로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f7b6467d4547fbd
RF S/W application engineer,Qualcomm,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fb79bc06a5a579ac
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a39853230d5ceca8
각 부문별 신입/경력직원 인재,펀드온라인코리아,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7a730622208e64b8
경영지원본부 정보기술팀 경력직,아이비케이자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05ada0ec7f259bfd
[정규직] Cloud Engineer (AWS),SK 씨앤씨,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4479d3988e31e187
분석지원팀 - 데이터 분석가,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4233609a843b5e96
[관계사] Ground X Tech Support Engineer / Site Reliability Engineer,카카오,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=61fa73c450700bf3
데이터 분석가,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=092d062a6faa7139
[관계사] 카카오페이 SRE (Site Reliability Engineer),카카오,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6327c7e5029de0b3
소프트웨어 개발 지원,에스티앤아이,울산 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=68c14a5d14838034
Research Engineer - Machine Learning,AITRICS,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05ce3c7d5c6c368c
Engineer II - Test GSO,"Advanced Energy Industries, Inc",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=962ccc68c40fa2d8
System Administrator 2-IT (Datacenter Engineer),Oracle,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=55dd3a1ce1248639
Financial Controller with Data Science,Continental,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6218cd959f0f6bd4
OTC운용팀 파생/IT 퀀트 경력직,유안타증권,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b92af73c4433b6f
[개발]신사업 프론트 개발자(정규직),위메프,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4a15477d2c1a28a0
SW Application Engineer,Intel,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6efeca49db1417dc
각 부문별 수시,KIS채권평가,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b51ad0d9ab48803
그라폴리오 서비스 개발자,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=16af9c6f1bfd3844
Associate Application Engineer OPC,Siemens AG,경기도 성남,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0325380fce16f73b
Data Scientist / Senior Data Scientist,Munich Re,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4c307b515db3ada1
데이터 엔지니어,리디,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=acbc411113b81ae5
Data Analytics Insight Analyst,IQVIA,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fce7b4323cb25841
각 부문 수시,KIS채권평가,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad3c7c22cfc0bc67
[Search & Clova] AI 응용 제품/서비스 개발 경력사원 (Backend_Engineer),네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1988c9d5cb042a50
파생퀀트/ IT퀀트 경력직 ( ~시 까지),유안타증권,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=35d7ed4451724d19
Software Developer - Front-End / Back-End,AITRICS,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5123207a169f90eb
Client Solutions Engineer,Cover Genius,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9ec6ee8ffbdef537
"주식운용본부(인덱스, 퀀트)",현대인베스트먼트자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=45194ff491600874
Data Analyst,Axiologic Solutions,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb45c08f4c4a43d8
Software Engineer in OPC UA,TÜV SÜD,서울 여의도,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aa7d41d35d861b23
Support Engineer_Azure Networking,Microsoft,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25bbf0a06be8cf97
"R&D Engineer, Sr II",Synopsys,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=97cd5ccd438dc126
INDEX/QUANT운용본부 신입사원,교보악사자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=22f37b921213afa9
국내 최대통신사 Machine Vision SW 개발 (Smart Factory),인파트너스,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cbcdcfdfb7c00302
Lead Application Engineer,ANSYS,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f15637e25d5cd7a
추천 시스템 연구/개발,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=be6c1f03fa566f8e
주식 펀드매니저 (7/16 마감),현대인베스트먼트자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=056544637aac9783
Support Engineer,Microsoft,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0bbf23c0930be392
백엔드 엔지니어 (e-커머스),리디,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fccde67d76f9359a
운용본부 알고리즘 개발,쿼터백자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e742b9139ca08058
[Search & Clova] 파파고 이미지 번역 연구/개발 경력사원,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=efa90b57800ac678
[경력] 빅데이터 및 데이터분석 컨설팅 - Digital 본부,삼정 KPMG,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e4526d75d18b3635
시스템엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6802c2215aa9f6f
대용량 분산 스토리지 개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=37d1f6dbb37f8a38
추천 통계분석/데이터사이언티스트,Ground X,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bfe0f5ac4f32ec89
"경력사원 추가(정보보호담당, 개인정보보호담당,법무담당)",제주항공,서울 강서구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=04e29ad6a0e7c303
[Search & Clova]검색서비스 FE 개발 및 운영 경력사원,네이버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5070ee3c1c449a1a
Marketing Science Director,KANTAR,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=53ea82c70f836537
광고팀 - 분석가,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3a08c7089343733d
Data Scientist / Data Analyst (경력),KB저축은행,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8e55f9b8bc26e78
데이터 분석 모델 개발,현대오토에버,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c215879b997734c9
네트웍 자동화 시스템 개발,현대오토에버,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce62a02c39383898
키친엑스에서 자동화 기계관련 일 함께할 인재 하고 있습니다.,키친엑스,서울 용산구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0eb67a446a37b284
